,0
0,156.23288928498312
1,-2.0690915347419554
2,0.46587982986909604
3,0.46587982986909604
4,0.46587982986909604
5,0.46587982986909604
6,96.19727005863315
7,0.46587982986909604
8,131.63768261591545
9,0.6038623457130038
10,494.25519749528144
11,-1.261986068138256
12,-1.9605525776568646
13,302.0192796459953
14,0.46587982986909604
15,163.73392712107608
16,-2.0690915347419554
17,132.43726861233813
18,1.3024288552316128
19,144.7262431536041
20,0.46587982986909604
21,24.24841448129009
22,0.46587982986909604
23,384.0760583593571
24,0.46587982986909604
25,0.46587982986909604
26,596.4429831120406
27,193.14294303942253
28,0.46587982986909604
29,0.46587982986909604
30,560.4396518755459
31,-2.098535093500774
32,1035.6012218430772
33,316.61582287970276
34,144.87233207866717
35,0.46587982986909604
36,124.19309167058778
37,-1.447464241561156
38,0.46587982986909604
39,-1.9605525776568646
40,0.6038623457130038
41,1.720875022639033
42,0.46587982986909604
43,-2.215180459805002
44,-0.7609966236799875
45,0.46587982986909604
46,-2.098535093500774
47,-2.098535093500774
48,-1.261986068138256
49,0.46587982986909604
50,0.46587982986909604
51,-2.098535093500774
52,-2.215180459805002
53,310.88557804636037
54,135.44549539965166
55,150.00866873480967
56,0.46587982986909604
57,0.46587982986909604
58,0.46587982986909604
59,786.2292332484097
60,0.46587982986909604
61,288.65364738103557
62,0.46587982986909604
63,327.2932156541075
64,0.46587982986909604
65,10.730246945791464
66,370.9855451943288
67,135.03119338982842
68,0.46587982986909604
69,0.46587982986909604
70,355.2078797046829
71,0.46587982986909604
72,0.46587982986909604
73,0.46587982986909604
74,121.0178887697187
75,146.60415690280513
76,500.9327655341207
77,0.46587982986909604
78,25.981975943360414
79,0.46587982986909604
80,435.620879310661
81,150.00866873480967
82,1.720875022639033
83,155.6715884394351
84,0.46587982986909604
85,0.6038623457130038
86,574.7854254276247
87,1348.0625212957814
88,0.46587982986909604
89,336.36913645153066
90,310.7519173124726
91,309.9789874057432
92,0.3492344635648674
93,814.9346028433795
94,159.32181811033124
95,0.46587982986909604
96,0.46587982986909604
97,0.46587982986909604
98,23.410925636838797
99,0.46587982986909604
100,155.53293291064608
101,0.46587982986909604
102,0.46587982986909604
103,209.64828571034045
104,0.46587982986909604
105,2537.352784830583
106,0.46587982986909604
107,318.1415666915354
108,0.46587982986909604
109,173.77648817856428
110,0.46587982986909604
111,581.2280747480401
112,0.46587982986909604
113,329.1256134569108
114,0.46587982986909604
115,2284.180068972944
116,0.6038623457130038
117,3087.024473917449
118,410.2173402443527
119,127.47568739149244
120,0.46587982986909604
121,0.46587982986909604
122,601.4560818395402
123,0.46587982986909604
124,-1.9605525776568646
125,0.46587982986909604
126,365.2126640613954
127,0.46587982986909604
128,81.81344035544565
129,150.89733414447537
130,0.46587982986909604
131,0.46587982986909604
132,-2.098535093500774
133,-2.098535093500774
134,985.8562181929418
135,-4.430325332338445
136,1.720875022639033
137,0.46587982986909604
138,398.1423284701314
139,0.46587982986909604
140,148.99149893759267
141,0.46587982986909604
142,-3.1931948244807704
143,0.46587982986909604
144,148.99149893759267
145,0.46587982986909604
146,-2.098535093500774
147,311.9194082389907
148,545.0662523450669
149,-1.9605525776568646
150,0.46587982986909604
151,0.46587982986909604
152,617.2535569407081
153,0.46587982986909604
154,263.32211527844703
155,0.46587982986909604
156,972.2258033965433
157,0.46587982986909604
158,-3.1931948244807704
159,-2.098535093500774
160,118.46829431130593
161,0.46587982986909604
162,-0.8435399007308358
163,0.46587982986909604
164,505.0408470958374
165,0.46587982986909604
166,301.6871844125749
167,-2.0690915347419554
168,0.46587982986909604
169,-1.447464241561156
170,-2.098535093500774
171,0.46587982986909604
172,2.2271482127659086
173,161.79554784220517
174,0.46587982986909604
175,-1.9605525776568646
176,0.46587982986909604
177,0.46587982986909604
178,298.5188335178074
179,150.00866873480967
180,0.46587982986909604
181,-24.945548793201233
182,0.46587982986909604
183,49.26561177748808
184,-2.0690915347419554
185,-1.261986068138256
186,140.22622939462954
187,-2.098535093500774
188,147.6198583785185
189,0.46587982986909604
190,1.3277958761268671
191,145.8231596733925
192,0.3492344635648674
193,-3.1931948244807704
194,0.46587982986909604
195,-3.1976830855145395
196,0.46587982986909604
197,0.46587982986909604
198,-4.430325332338445
199,163.24325495316958
200,150.00866873480967
201,0.46587982986909604
202,335.337857908623
203,0.46587982986909604
204,0.46587982986909604
205,16.191386716791882
206,61.03633330724265
207,-2.7747486570733506
208,-1.6506453673345356
209,367.022588420823
210,0.46587982986909604
211,0.9137695560353339
212,-0.8435399007308358
213,131.63768261591545
214,313.2910487980649
215,0.46587982986909604
216,2.6224041552016275
217,-1.9605525776568646
218,-2.098535093500774
219,311.9194082389907
220,0.46587982986909604
221,-3.1976830855145395
222,14.208597008744189
223,0.46587982986909604
224,0.46587982986909604
225,975.8439537132684
226,0.46587982986909604
227,0.46587982986909604
228,154.87423571557616
229,0.46587982986909604
230,238.8525958304367
231,-3.1931948244807704
232,-1.261986068138256
233,46.33719393192452
234,0.46587982986909604
235,-0.8364492879180488
236,0.46587982986909604
237,132.08322758238765
238,0.3492344635648674
239,1.250763596127462
240,0.46587982986909604
241,-2.098535093500774
242,-1.447464241561156
243,-3.1931948244807704
244,0.46587982986909604
245,144.87233207866717
246,0.46587982986909604
247,0.698384393549979
248,0.46587982986909604
249,0.46587982986909604
250,460.334263066139
251,259.0597404446093
252,0.46587982986909604
253,475.1233542072322
254,0.46587982986909604
255,144.7262431536041
256,-2.7747486570733506
257,4.401200084170846
258,142.30662704421727
259,146.09788371267825
260,0.46587982986909604
261,553.7339426527985
262,1.720875022639033
263,0.3492344635648674
264,0.46587982986909604
265,-0.6287799011109018
266,-1.6506453673345356
267,-2.098535093500774
268,0.46587982986909604
269,0.46587982986909604
270,307.70858218988707
271,0.46587982986909604
272,-4.430325332338445
273,637.0531973817332
274,0.46587982986909604
275,0.46587982986909604
276,0.6038623457130038
277,276.9570188923442
278,49.49338131622201
279,0.46587982986909604
280,-3.1931948244807704
281,-4.430325332338445
282,5.142525403067648
283,0.46587982986909604
284,309.9789874057432
285,-1.447464241561156
286,133.67596275498673
287,1.720875022639033
288,0.46587982986909604
289,0.46587982986909604
290,-2.098535093500774
291,147.6198583785185
292,-4.011879164931025
293,0.46587982986909604
294,161.97523422115262
295,-2.098535093500774
296,0.46587982986909604
297,123.57883177801672
298,0.46587982986909604
299,0.46587982986909604
300,0.46587982986909604
301,0.46587982986909604
302,552.8840055176332
303,-38.009546083237176
304,-0.8435399007308358
305,-1.261986068138256
306,855.8030670092684
307,-4.430325332338445
308,0.46587982986909604
309,311.9194082389907
310,144.44050673681915
311,145.8231596733925
312,0.46587982986909604
313,0.46587982986909604
314,-2.098535093500774
315,0.4953233886279138
316,-2.098535093500774
317,146.50962729127363
